Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCW29,OUT035,2066.58682
FDO11,OUT013,4086.035844
NCM31,OUT049,2111.574058
FDV35,OUT019,369.8610511
FDF58,OUT017,982.0583077
NCE43,OUT049,2804.800951
FDA02,OUT035,2552.061427
DRL37,OUT010,129.650948
FDR24,OUT018,1355.731036
FDW59,OUT049,1281.651055
FDS22,OUT049,689.710719
FDW24,OUT017,751.1827071
FDU24,OUT035,1568.555125
FDA21,OUT027,5139.191699
FDH58,OUT027,2939.154205
FDW36,OUT018,1569.42087
FDI45,OUT027,4351.922139
FDU01,OUT018,2904.445431
FDF35,OUT027,2909.386731
FDU43,OUT019,570.730114
FDE24,OUT019,357.807192
FDK50,OUT049,2622.92729
FDG31,OUT045,1071.821745
FDC60,OUT045,1412.33218
FDL36,OUT013,1392.609213
FDP21,OUT013,3125.175852
FDW16,OUT045,1371.141885
FDX02,OUT017,3829.287323
FDQ58,OUT027,4095.76768
FDT51,OUT046,1800.736407
FDD59,OUT049,1270.435749
NCM42,OUT018,1628.326598
FDA57,OUT018,593.9370949
FDZ48,OUT035,1664.592385
FDE46,OUT045,2530.604063
NCZ30,OUT019,278.0073693
FDB56,OUT017,3188.69957
FDA25,OUT027,2858.055757
FDD20,OUT013,2130.839002
FDL25,OUT013,1460.354287
NCO18,OUT049,2933.61324
FDJ45,OUT017,580.9836222
FDR12,OUT035,2930.413577
NCF19,OUT010,129.650948
FDK25,OUT046,2710.951103
NCR17,OUT046,2028.755544
FDC52,OUT046,2470.721135
NCA54,OUT017,3087.636219
FDR45,OUT010,571.166105
NCM19,OUT049,1951.892077
FDF39,OUT027,5858.828523
FDX23,OUT049,1483.277816
FDD58,OUT027,2843.57781
FDX28,OUT013,1648.198781
NCD31,OUT013,2678.020106
FDU57,OUT018,2335.821558
FDI27,OUT046,795.7368402
NCM42,OUT046,1728.510911
FDD32,OUT027,2105.766251
FDI34,OUT013,3667.208591
NCM29,OUT049,2134.998795
FDG46,OUT018,1789.593487
DRC01,OUT010,129.650948
FDB15,OUT027,5858.828523
NCA17,OUT027,4067.407242
FDF10,OUT046,2604.062341
FDR26,OUT027,4815.342931
FDI02,OUT049,1678.151334
NCM54,OUT010,276.2188561
FDF14,OUT013,2370.139555
FDJ33,OUT010,270.6820383
FDM20,OUT035,4080.620011
FDC03,OUT027,5755.617709
NCX05,OUT046,1949.470571
NCM41,OUT027,2810.471677
NCU29,OUT010,371.0654422
FDQ59,OUT017,1350.318761
FDH46,OUT010,233.9330628
FDH09,OUT013,840.4795703
NCD06,OUT045,761.1488672
FDC15,OUT035,2619.834248
DRD37,OUT027,1028.300157
FDT28,OUT027,4067.407242
FDR28,OUT027,4265.839568
FDT38,OUT017,1330.074785
FDV34,OUT027,1536.746273
FDY52,OUT035,1037.89588
FDB34,OUT013,1383.891754
DRL23,OUT018,1535.01413
DRB24,OUT046,2401.446959
FDJ50,OUT046,968.9232292
FDQ49,OUT035,2569.672979
FDP20,OUT035,2001.345922
FDV19,OUT027,4224.619233
NCR54,OUT045,3005.630348
FDO09,OUT010,573.6195228
FDS57,OUT018,2062.580758
FDN10,OUT049,1953.332468
FDV23,OUT049,2062.099491
FDY28,OUT049,3572.549293
DRG51,OUT013,2658.987697
FDD45,OUT019,226.3542509
NCL18,OUT027,5710.599848
NCM29,OUT013,2085.827418
FDF17,OUT027,5769.240718
FDE22,OUT017,2643.188291
FDQ22,OUT017,576.3431314
FDS01,OUT013,2973.775825
FDW35,OUT027,979.4874883
FDJ33,OUT046,2049.520879
NCF54,OUT035,2814.378347
FDE09,OUT013,1711.174651
NCE06,OUT045,2521.10523
DRH49,OUT049,1223.482445
FDY43,OUT045,2856.192734
NCT05,OUT017,4086.388113
FDZ34,OUT045,3149.297598
FDL38,OUT017,1311.956262
FDZ31,OUT017,3163.426855
FDR14,OUT035,879.5706319
NCN54,OUT049,1216.068204
NCC42,OUT027,3014.371361
FDK08,OUT017,1638.709613
FDP59,OUT013,1648.104783
FDV22,OUT035,2735.42427
FDD33,OUT035,3747.112587
DRE60,OUT027,5858.828523
FDK52,OUT046,3668.942308
FDA02,OUT017,2557.81454
FDM56,OUT049,1559.201659
FDE57,OUT035,2052.618546
FDM32,OUT045,1358.611734
NCQ30,OUT027,2970.265938
FDQ27,OUT027,2858.055757
FDT60,OUT027,3014.371361
FDU43,OUT049,3993.254709
NCO55,OUT035,1694.451701
FDG02,OUT045,3066.282653
FDJ28,OUT013,3065.385786
FDP40,OUT045,1839.030872
FDJ38,OUT045,3097.804431
NCC54,OUT017,3802.796322
NCZ41,OUT046,2067.478823
FDK38,OUT019,369.6808817
FDU52,OUT013,2313.731511
FDC40,OUT046,1270.408713
NCR30,OUT017,1141.102695
NCN18,OUT017,1758.223472
FDB50,OUT035,1289.147507
FDG04,OUT013,3105.079629
FDR26,OUT035,2736.270356
NCT17,OUT018,3007.158914
FDX35,OUT027,5858.828523
FDS12,OUT046,2080.220177
NCZ29,OUT027,3014.371361
FDB38,OUT010,382.8486856
FDP12,OUT013,691.9791329
FDP22,OUT046,840.593571
FDS26,OUT018,3834.823416
FDR52,OUT046,3180.535484
DRJ13,OUT046,2589.140084
FDU48,OUT027,3014.371361
FDE29,OUT035,964.8328465
NCT29,OUT049,1999.062957
DRK37,OUT018,3055.880992
FDK55,OUT046,1350.756734
FDR07,OUT046,1537.018494
FDO21,OUT027,5858.828523
FDK46,OUT049,4299.573374
FDB12,OUT045,1707.955461
FDT31,OUT027,5139.191699
FDJ33,OUT045,1980.915464
FDC26,OUT027,2916.795104
NCQ02,OUT045,3012.731088
FDP08,OUT010,507.4733593
FDB11,OUT027,5858.828523
FDV55,OUT013,2461.72438
FDW20,OUT049,2182.784474
NCJ18,OUT019,278.0073693
FDC41,OUT018,1175.275521
FDE14,OUT027,2858.055757
FDG35,OUT013,2810.518517
FDF45,OUT035,879.7179533
FDS19,OUT027,1942.893434
FDS58,OUT019,382.2509178
FDA26,OUT017,3739.190329
FDM32,OUT049,1300.634259
FDL45,OUT046,2166.194585
FDZ55,OUT049,2558.853578
FDY37,OUT049,2225.12938
FDO46,OUT046,3146.72518
FDQ60,OUT046,2026.799524
FDA19,OUT018,1921.380855
FDL15,OUT046,2492.398455
FDM10,OUT018,3347.299972
NCL05,OUT017,616.5110542
DRK49,OUT010,129.650948
NCE18,OUT027,5858.828523
FDG40,OUT049,613.8308627
DRI59,OUT045,3772.195905
FDK28,OUT035,4231.171613
NCD06,OUT019,129.650948
FDO11,OUT019,570.730114
FDK27,OUT046,2095.795991
FDT43,OUT027,1073.7816
FDD38,OUT018,1576.562866
FDA16,OUT049,3652.125116
FDL14,OUT027,4095.76768
NCM17,OUT049,672.3046559
FDD20,OUT045,2088.650619
FDA40,OUT045,1362.1952
FDL43,OUT045,1288.075316
FDV15,OUT045,1650.980642
FDE52,OUT046,1368.439047
NCL17,OUT010,359.709989
NCJ31,OUT045,3821.273875
FDR60,OUT045,1272.487269
NCA18,OUT035,1832.684157
FDS21,OUT027,1408.000808
FDW09,OUT035,1247.143576
FDL26,OUT035,2578.37765
FDS47,OUT018,1337.936638
FDC39,OUT046,3394.534424
FDT51,OUT035,1796.320465
FDK40,OUT035,4309.541126
NCG19,OUT045,3790.52123
FDZ07,OUT046,1100.159981
FDF08,OUT027,2705.957557
FDO04,OUT013,1042.63785
FDK41,OUT018,1288.265434
FDP15,OUT049,4020.392978
NCD43,OUT018,1611.033641
NCP18,OUT013,2446.451969
FDZ51,OUT046,1481.443067
DRH13,OUT035,1679.852091
FDF38,OUT045,626.8881242
NCI43,OUT045,763.247365
FDM38,OUT027,1259.874145
FDS03,OUT013,1252.299114
DRJ47,OUT017,2806.915945
FDT50,OUT010,221.6584431
FDV02,OUT046,2817.620967
NCG18,OUT017,1691.623047
FDW52,OUT046,2720.724262
FDS40,OUT035,581.7260139
FDN31,OUT017,3157.493822
FDA37,OUT045,1921.342631
FDA15,OUT046,4170.358642
FDL39,OUT046,3128.844552
FDJ53,OUT045,1928.052452
FDX22,OUT013,3555.563144
NCZ42,OUT045,4018.844887
FDD56,OUT027,4447.137386
FDD40,OUT017,2930.743197
FDS50,OUT013,3636.632997
NCN14,OUT013,3041.549122
FDT15,OUT013,3221.601921
NCS18,OUT027,2884.775145
NCO26,OUT010,269.9215656
FDF58,OUT018,1004.96701
NCB19,OUT013,1422.795552
FDH26,OUT017,2116.383127
DRB24,OUT027,4095.76768
FDA49,OUT018,1299.726714
FDB32,OUT045,1493.652498
FDI36,OUT017,3066.013718
NCA17,OUT010,369.6340032
FDH22,OUT013,2004.035671
NCM26,OUT018,2385.153978
FDT15,OUT027,5139.191699
FDB16,OUT018,1345.649477
NCP54,OUT027,3014.371361
FDJ36,OUT013,1677.753716
FDO28,OUT045,1926.568236
FDU09,OUT013,1039.940308
FDF29,OUT017,2109.245728
FDY08,OUT013,2087.297739
DRJ59,OUT018,567.6850788
FDT23,OUT027,1947.26512
FDU15,OUT018,563.2522488
FDT47,OUT013,1538.097983
FDI53,OUT019,385.4641368
FDR59,OUT018,3861.791898
FDD53,OUT035,611.4642805
FDY51,OUT017,3635.230483
FDT04,OUT049,642.0518003
FDU51,OUT049,2808.294406
FDG14,OUT035,2453.147616
NCU06,OUT045,3780.897884
DRG25,OUT046,3244.288585
DRH49,OUT035,1291.251384
FDN15,OUT035,2137.063513
FDL43,OUT018,1205.65302
NCT18,OUT049,3299.405297
NCB31,OUT013,4024.543077
FDK57,OUT035,1903.032566
FDY04,OUT019,384.0326979
NCP54,OUT046,2149.180298
FDF41,OUT013,3754.964838
FDM01,OUT045,1750.794178
FDW03,OUT045,1753.243958
FDF28,OUT045,2039.792138
FDY37,OUT017,2150.031597
FDQ03,OUT017,3847.855259
FDP51,OUT027,2939.154205
FDJ40,OUT017,1786.017429
FDC32,OUT049,1422.322856
DRI49,OUT027,2152.160249
NCW54,OUT017,869.9460614
FDF09,OUT017,578.6052426
FDP45,OUT018,3706.962807
DRJ23,OUT018,2936.42846
FDS59,OUT017,1798.772343
FDY08,OUT046,2114.891029
FDX16,OUT049,2486.903256
FDY16,OUT018,2999.421909
FDK32,OUT035,2582.874949
FDQ22,OUT013,715.1627783
NCC31,OUT018,2363.055136
FDG58,OUT049,2408.799355
DRF48,OUT013,3167.573402
DRH36,OUT049,1104.326859
NCR30,OUT035,1177.046588
FDB03,OUT019,572.7001507
FDZ28,OUT027,3014.371361
FDR35,OUT017,3038.085291
DRD15,OUT027,5858.828523
FDJ33,OUT019,278.8745375
FDA56,OUT010,270.6820383
FDP56,OUT046,801.1133723
NCT30,OUT046,801.3016504
FDK15,OUT017,1637.54779
FDH44,OUT018,2395.003708
FDV01,OUT013,2490.649775
DRG03,OUT017,2531.761798
FDG50,OUT027,2705.957557
FDR16,OUT010,573.6195228
FDZ60,OUT046,1577.604002
DRG03,OUT045,2571.106119
FDS56,OUT018,3858.354109
FDU33,OUT045,751.9593278
DRD27,OUT035,1535.94945
FDW22,OUT046,3715.745275
DRA24,OUT045,2690.22255
FDF38,OUT049,645.8788694
FDX48,OUT013,2464.903107
FDS58,OUT018,2532.803475
FDC32,OUT046,1463.527058
NCQ29,OUT045,4024.969884
DRK39,OUT018,1335.640861
NCS38,OUT017,1858.976511
DRO47,OUT013,1704.74633
DRG27,OUT027,980.7741956
FDC57,OUT027,5667.006903
FDS55,OUT046,2382.398292
NCJ06,OUT018,1967.507598
FDO01,OUT019,283.5441871
NCM55,OUT045,3163.492634
FDC52,OUT049,2454.218282
FDQ15,OUT045,1275.310923
NCT30,OUT027,1068.76898
NCR42,OUT027,968.3500751
FDD28,OUT035,877.4373653
FDQ34,OUT049,1576.138029
FDZ12,OUT027,3052.71902
DRE13,OUT019,206.587261
NCN07,OUT019,284.9632245
FDM28,OUT035,3095.034308
FDI10,OUT017,2855.751448
FDQ25,OUT013,2889.430634
FDA38,OUT010,571.166105
DRI13,OUT049,3601.13859
FDY20,OUT027,2705.957557
NCZ53,OUT035,3120.975638
NCM31,OUT013,2361.690931
DRB01,OUT017,3217.838202
DRF37,OUT046,4131.414937
NCF42,OUT049,2791.031674
FDF16,OUT018,2300.046491
FDB41,OUT013,836.2324036
FDR34,OUT013,3791.920623
FDR15,OUT018,2346.586625
NCV42,OUT019,271.7128087
FDW51,OUT035,3672.42485
FDU36,OUT017,1576.305659
FDX60,OUT049,1252.992999
FDY03,OUT035,1825.974213
FDW55,OUT045,4042.14714
FDT01,OUT010,572.3256096
FDG58,OUT013,2383.880112
FDK21,OUT017,4126.829184
NCS41,OUT019,458.1976486
FDS10,OUT045,2943.209749
NCT53,OUT046,2517.718488
FDJ28,OUT018,2962.951692
FDX44,OUT045,1378.994337
FDT20,OUT018,594.1741675
FDO44,OUT017,1660.462137
NCX17,OUT049,3720.84051
FDY01,OUT017,1877.088531
FDJ12,OUT027,5858.828523
DRK35,OUT018,572.3255696
FDD47,OUT019,387.6414358
NCM53,OUT035,1671.221955
FDO45,OUT013,1367.256943
NCM42,OUT010,250.7099749
FDE04,OUT046,2874.310856
NCI30,OUT027,5858.828523
FDZ19,OUT013,2779.895181
FDW57,OUT013,2814.046338
FDA25,OUT013,1666.604632
FDT22,OUT046,1003.128405
FDP51,OUT013,1930.637
FDD48,OUT027,2939.154205
FDY39,OUT035,3238.224772
FDO48,OUT010,571.6494861
FDD23,OUT027,5139.191699
DRN35,OUT027,968.3500751
FDT01,OUT035,3672.386631
FDC20,OUT010,129.650948
DRJ35,OUT035,1007.868676
FDB32,OUT046,1440.265885
FDL24,OUT046,2967.205463
NCV42,OUT035,1872.593337
FDZ46,OUT046,1672.450529
FDC15,OUT013,2499.52574
FDD08,OUT019,129.650948
FDY50,OUT049,1376.308479
FDD36,OUT013,2056.861678
FDG57,OUT027,1070.521555
FDL21,OUT018,593.9370949
FDN16,OUT027,2858.055757
FDJ09,OUT027,1060.678453
FDS01,OUT010,421.136916
FDV33,OUT017,4216.161924
DRE12,OUT017,1809.858105
FDR07,OUT013,1517.004715
FDP48,OUT010,462.2609783
NCB55,OUT035,881.1120174
FDQ08,OUT013,1103.559193
FDR34,OUT035,3999.68212
FDO33,OUT046,1688.911816
FDP13,OUT045,632.5689606
FDX12,OUT049,4000.031054
NCT06,OUT049,2699.828069
FDR16,OUT019,570.730114
FDE36,OUT046,2559.342069
FDZ36,OUT049,3349.372558
FDV13,OUT045,1339.302622
NCZ17,OUT035,590.3506451
FDU56,OUT045,3097.646792
FDM09,OUT035,2881.108878
FDV02,OUT017,2854.017315
FDS34,OUT018,1692.720739
FDA11,OUT049,1487.606771
FDP09,OUT017,3719.030256
FDB29,OUT027,2931.949422
FDT19,OUT017,2837.036467
DRH15,OUT017,645.3064854
FDY38,OUT046,3708.37802
FDF14,OUT027,4095.76768
FDN48,OUT010,219.0289199
FDQ12,OUT013,3730.253557
NCJ43,OUT045,2940.13807
FDE17,OUT019,371.2456117
FDB05,OUT035,4044.996386
FDH10,OUT045,2925.777897
NCR06,OUT017,608.3424341
FDU32,OUT018,1954.698219
FDD56,OUT049,2903.88682
FDO36,OUT018,2903.693798
FDH16,OUT010,219.0289199
FDX10,OUT018,569.3257649
FDZ37,OUT017,1372.419185
FDU31,OUT010,571.6494861
DRC49,OUT049,2087.748115
FDL15,OUT045,2520.633878
FDN32,OUT019,483.5474278
DRH59,OUT027,1493.501211
NCU29,OUT049,2423.179719
FDR37,OUT019,459.9101672
FDS14,OUT018,2310.810961
FDU02,OUT027,5858.828523
FDJ08,OUT035,3154.287129
NCZ06,OUT045,3884.682547
FDO31,OUT049,1295.743345
FDH31,OUT018,1589.810047
FDS58,OUT017,2649.728062
NCA53,OUT027,1071.26748
FDF50,OUT046,3150.719741
NCW42,OUT049,3671.083575
NCQ17,OUT045,2446.886457
FDK51,OUT018,3915.588171
NCW41,OUT010,376.2803575
NCR29,OUT017,865.560327
FDB08,OUT019,380.8663573
FDA40,OUT027,2417.351812
FDL14,OUT018,2394.855243
FDB47,OUT046,3505.510566
FDO03,OUT035,3949.513286
DRK13,OUT019,507.9058564
FDX13,OUT010,571.166105
FDF52,OUT046,3327.875552
FDT11,OUT013,3134.779934
FDB08,OUT013,2529.493412
FDQ28,OUT018,2435.378936
FDD29,OUT045,4164.284953
NCQ29,OUT027,5858.828523
NCO02,OUT013,1252.299114
FDR56,OUT010,507.4733593
NCM54,OUT049,2090.671979
FDP51,OUT035,1863.478751
FDT38,OUT013,1396.632287
FDZ20,OUT018,3768.258928
FDJ53,OUT013,1948.230068
FDX13,OUT049,4132.941205
FDP58,OUT035,3665.941335
NCK31,OUT019,129.650948
FDA35,OUT018,1865.461616
FDV37,OUT018,3008.216213
NCO07,OUT027,5858.828523
FDA20,OUT045,3173.180523
FDZ59,OUT035,2699.45846
NCY17,OUT017,657.4973826
FDQ28,OUT035,2607.920578
FDV35,OUT017,2545.505208
FDQ36,OUT013,692.8012779
FDD34,OUT018,2540.852132
FDK51,OUT045,4272.89242
FDV31,OUT035,2763.627281
FDR04,OUT035,1551.64636
FDR14,OUT049,921.1777864
DRC36,OUT010,414.6925599
FDE39,OUT019,278.0073693
FDP57,OUT049,1568.145239
FDE57,OUT046,2127.648354
NCN18,OUT046,1752.512888
NCQ05,OUT018,2360.904279
FDW47,OUT035,1980.234228
FDV46,OUT035,2135.752665
NCP29,OUT045,1078.717164
FDE09,OUT018,1661.265375
NCU06,OUT027,5858.828523
FDT19,OUT010,415.4305671
DRF15,OUT017,2477.986946
DRI51,OUT013,2756.598963
NCX54,OUT013,1745.987008
DRE01,OUT013,3754.07383
NCB07,OUT045,2950.737436
FDU50,OUT035,1847.912776
FDG40,OUT035,581.7260139
FDW10,OUT018,2651.181253
FDX51,OUT013,3030.739328
NCP17,OUT045,1064.734942
FDP21,OUT035,3121.250804
FDL04,OUT045,1583.647787
FDV23,OUT013,1982.209042
FDF24,OUT046,1319.263778
FDH56,OUT027,2931.949422
FDB51,OUT049,1000.481274
FDI58,OUT027,2832.612408
FDR20,OUT013,835.2454998
FDC51,OUT018,1959.276851
FDB16,OUT027,2421.723498
FDE40,OUT049,987.7264173
NCM17,OUT035,640.7787064
FDU56,OUT035,3138.155235
FDS32,OUT019,289.2380534
FDX02,OUT049,3695.688968
FDT39,OUT027,4095.76768
FDE35,OUT017,872.5044983
NCI42,OUT019,564.0637112
DRL23,OUT046,1609.776728
FDA10,OUT046,2038.614331
FDA11,OUT013,1514.923921
NCM06,OUT046,2365.138273
NCT05,OUT035,4176.153061
NCQ02,OUT010,486.0740666
NCY06,OUT049,2122.705337
FDY56,OUT035,3880.568833
FDL02,OUT035,1655.992999
NCI06,OUT035,2884.806528
FDQ14,OUT045,2392.953376
FDQ12,OUT017,3849.08743
FDP36,OUT046,803.0664667
FDK21,OUT027,5858.828523
FDO40,OUT045,2542.826419
NCK54,OUT019,277.2468966
FDY09,OUT018,2804.813952
NCW30,OUT049,4214.19843
NCC55,OUT027,968.3500751
FDE58,OUT018,1830.482593
FDR39,OUT013,3068.490639
FDU28,OUT049,3066.574543
FDH08,OUT017,3875.44381
FDG35,OUT045,2840.3163
FDG22,OUT049,613.8308627
FDC34,OUT035,2697.296071
FDP15,OUT018,3752.7567
FDK34,OUT010,571.166105
FDU45,OUT035,1984.369261
FDQ04,OUT027,978.328411
FDX22,OUT018,3387.138462
FDB45,OUT017,1631.23987
NCH43,OUT027,5858.828523
DRE60,OUT046,3603.327467
FDD17,OUT027,5858.828523
NCM54,OUT017,2013.223435
NCH55,OUT013,2122.428307
NCT06,OUT017,2696.033637
FDA48,OUT027,5858.828523
FDY58,OUT027,5858.828523
FDO25,OUT045,3590.270358
FDN50,OUT045,1513.940336
FDH35,OUT035,2635.828711
FDK09,OUT045,3706.0729
FDO16,OUT013,1413.574563
FDW11,OUT045,1076.612584
FDU47,OUT027,3014.371361
NCQ42,OUT010,276.2188561
FDK55,OUT027,2705.957557
FDN08,OUT049,1912.751871
FDT57,OUT045,3969.972224
FDJ12,OUT018,3354.766674
DRL59,OUT017,774.7633288
NCN53,OUT046,629.5042639
FDO51,OUT010,129.650948
FDK56,OUT017,3175.767747
FDY12,OUT035,819.1733424
FDU15,OUT035,580.8359568
FDQ19,OUT046,4027.257459
DRF15,OUT045,2508.42833
DRE25,OUT019,226.7006523
FDK57,OUT018,1855.114199
FDD33,OUT010,573.1361417
FDR34,OUT027,5858.828523
FDU04,OUT045,2045.629053
FDE35,OUT019,130.299981
NCD31,OUT035,2807.146754
FDJ56,OUT035,1641.339864
NCU53,OUT046,2523.965077
FDD39,OUT035,3659.995527
NCU17,OUT019,244.2583002
FDJ20,OUT046,2055.255935
NCW41,OUT018,2476.450288
FDL52,OUT035,602.128023
FDS39,OUT035,2069.740553
DRJ47,OUT045,2754.739498
FDP13,OUT010,129.650948
DRK39,OUT010,187.9769824
FDF28,OUT010,275.4730018
FDB09,OUT045,1970.832532
FDM51,OUT046,1592.72083
DRM49,OUT018,709.8776896
DRF23,OUT013,2720.994607
DRH01,OUT035,2874.201948
FDH12,OUT027,2884.775145
FDA28,OUT019,279.2209389
FDW37,OUT018,1337.936638
FDF02,OUT046,1619.087081
DRL37,OUT046,674.1472192
NCF43,OUT046,2106.801552
FDH08,OUT010,571.166105
FDR34,OUT019,570.730114
NCK19,OUT049,3121.488289
NCD55,OUT018,605.1055196
FDT27,OUT049,3798.998071
FDQ57,OUT045,2429.136679
FDA47,OUT035,2613.108266
DRG15,OUT027,1412.182398
FDE05,OUT018,2351.369057
FDN46,OUT046,1725.659418
FDX27,OUT027,2821.974313
FDT51,OUT045,1793.512717
FDU33,OUT013,739.4904892
FDJ16,OUT027,1296.169895
FDD20,OUT019,278.3537707
FDT36,OUT049,618.9158018
DRF15,OUT027,4095.76768
FDN52,OUT010,207.0228962
FDC22,OUT027,5667.006903
FDX15,OUT045,2659.306734
FDT13,OUT013,3148.2968
FDU04,OUT017,2036.220821
FDU31,OUT019,570.730114
FDW59,OUT027,2404.581869
NCO29,OUT046,2616.753565
FDL15,OUT035,2541.352378
FDI41,OUT049,2492.428554
FDQ48,OUT049,1516.42343
DRI39,OUT013,1046.856463
FDI08,OUT013,4043.259931
FDC21,OUT049,1738.83009
FDF58,OUT035,1024.737975
FDS08,OUT010,421.136916
FDE47,OUT045,2011.297778
NCP18,OUT019,372.6770506
NCR41,OUT013,1497.984508
FDA27,OUT013,4071.342637
FDA43,OUT035,3124.024414
FDA49,OUT045,1339.57602
NCE55,OUT018,2687.29244
DRM49,OUT027,1061.424379
FDF22,OUT027,5858.828523
FDQ15,OUT018,1253.257873
NCS54,OUT017,2956.88572
NCY05,OUT013,694.5375701
FDR45,OUT046,4013.244706
FDK57,OUT049,2019.865773
FDF41,OUT010,573.1361417
FDV21,OUT046,2068.91508
FDD51,OUT046,791.2922764
FDF33,OUT046,1701.617592
FDA38,OUT046,3986.21633
FDR56,OUT045,3067.814066
NCN41,OUT017,1970.886385
FDC60,OUT027,2607.844885
FDB47,OUT045,3532.935255
DRH01,OUT013,2754.999016
FDW08,OUT046,1629.163234
FDF38,OUT027,977.5896424
FDY32,OUT017,2457.433545
FDG34,OUT049,1657.688058
FDG47,OUT019,572.2167696
NCF18,OUT035,3030.906293
FDL39,OUT019,437.7623808
NCH55,OUT035,2086.180129
DRJ35,OUT049,984.7678834
FDS44,OUT035,3877.293677
DRE01,OUT018,3542.217081
FDY39,OUT013,3253.275767
FDY32,OUT018,2390.872719
FDR33,OUT027,2924.477264
NCP50,OUT049,1233.382932
FDZ47,OUT018,1491.061446
FDU57,OUT049,2378.426458
FDY44,OUT013,3047.551825
DRH59,OUT018,1163.457455
FDB03,OUT027,5858.828523
FDY46,OUT045,2955.185464
FDM39,OUT045,2756.334875
FDY36,OUT035,1149.115615
NCM55,OUT035,3248.66438
FDJ50,OUT010,129.650948
DRL60,OUT013,2372.046914
NCJ54,OUT049,3797.588025
FDX59,OUT017,579.3433339
FDI07,OUT013,3098.439749
DRF51,OUT010,129.650948
FDM14,OUT017,1655.316265
FDP21,OUT045,3095.472456
FDE40,OUT035,1072.771668
FDE05,OUT035,2513.228319
FDM13,OUT027,3014.371361
FDC34,OUT027,4128.284809
NCI55,OUT018,2002.732291
NCE43,OUT018,2645.53425
FDW58,OUT018,1537.84267
FDG60,OUT045,3957.180809
FDV31,OUT017,2743.596864
FDR47,OUT013,3005.230079
FDM60,OUT019,129.650948
NCF06,OUT018,3829.902792
NCN26,OUT027,2939.154205
FDQ59,OUT049,1339.907013
FDF09,OUT046,627.3945163
NCS06,OUT017,4187.172534
FDT44,OUT046,1936.53138
FDI19,OUT017,3977.604152
FDT22,OUT017,948.2518241
NCF54,OUT027,4285.963072
DRG25,OUT045,3132.378465
FDB59,OUT017,2929.648972
FDQ37,OUT017,3022.140597
FDP56,OUT035,764.563483
FDW44,OUT035,2942.786177
FDJ26,OUT010,573.6195228
FDU43,OUT018,3617.015287
FDW33,OUT045,1649.715931
NCX53,OUT027,3149.736044
FDN56,OUT010,371.0654422
DRF15,OUT049,2426.294949
FDO33,OUT017,1833.556426
FDZ39,OUT010,237.2793706
NCJ19,OUT017,872.2564755
FDU01,OUT035,3003.594371
FDT12,OUT035,3844.272152
NCM18,OUT018,1025.439344
FDP19,OUT017,2005.820868
NCR42,OUT049,619.0927785
FDN10,OUT046,1975.403192
FDG44,OUT017,870.7150901
FDQ10,OUT046,2928.114136
DRH13,OUT049,1606.402894
FDT52,OUT013,3950.994284
FDM56,OUT045,1639.040203
NCO43,OUT010,233.9330628
NCV29,OUT035,2961.005411
NCF06,OUT013,4226.249607
FDO50,OUT035,1416.194227
FDT59,OUT013,3753.252464
FDX40,OUT027,967.0633678
FDE50,OUT017,2974.147122
FDX51,OUT017,2995.03256
NCD30,OUT018,1458.918952
FDK15,OUT013,1625.177988
FDL12,OUT045,988.7862545
FDK46,OUT017,4280.71616
DRH49,OUT010,169.9659289
FDQ57,OUT046,2413.177013
FDY59,OUT017,1463.177753
FDO09,OUT018,3784.991271
NCG30,OUT035,1991.26079
FDM09,OUT017,2746.90573
NCN17,OUT027,2858.055757
NCS42,OUT013,1406.984772
FDD02,OUT019,277.593298
FDE34,OUT013,3222.891537
FDU38,OUT045,3128.573138
FDB33,OUT046,2619.448037
NCJ29,OUT017,1346.215514
FDZ27,OUT035,765.3026854
FDI40,OUT013,1591.203021
FDG22,OUT013,691.5377654
FDT51,OUT017,1793.139107
FDF20,OUT018,2966.804885
FDV50,OUT035,1951.58747
FDT02,OUT049,613.8308627
DRC49,OUT017,2387.862204
FDF26,OUT049,2364.538959
FDV52,OUT035,1894.978387
FDX59,OUT049,616.8310652
FDV25,OUT035,3801.255404
FDW23,OUT027,977.5896424
FDE53,OUT018,1557.429407
FDA19,OUT017,1989.952864
FDH22,OUT046,2063.506101
NCO41,OUT013,1526.596111
FDX12,OUT017,4025.780432
FDF17,OUT013,3056.655908
FDS11,OUT045,3782.526735
FDR51,OUT035,2481.737031
FDT49,OUT010,237.8517496
FDC56,OUT013,1979.157735
FDR13,OUT027,2939.154205
FDQ60,OUT035,1988.859102
FDN38,OUT049,3892.713078
NCL29,OUT013,2430.889213
FDO13,OUT027,4265.839568
FDE26,OUT018,2313.35993
FDA31,OUT010,412.5068564
FDX14,OUT035,1159.335974
FDA34,OUT045,2930.897225
FDF26,OUT013,2350.718864
FDE38,OUT045,2597.747582
DRI11,OUT046,1979.760957
FDQ60,OUT027,2939.154205
FDL21,OUT027,978.328411
DRC12,OUT027,5667.006903
FDC47,OUT046,3620.536697
FDE57,OUT045,2039.231612
FDT14,OUT045,1980.418484
NCZ53,OUT046,3159.696365
FDE28,OUT018,3492.392254
FDR19,OUT035,2609.216886
NCF54,OUT019,411.9426468
FDZ08,OUT046,1340.300238
NCJ05,OUT018,2385.300276
FDF59,OUT046,2035.627182
